condition_id,split,input_speed_rpm,output_torque_nm,oil_temperature_deg_c,source_path,source_row_count,finite_value_pass,forward_mean_te_deg,backward_mean_te_deg,signed_mean_gap_deg,absolute_mean_gap_deg,absolute_mean_gap_arcmin,raw_pair_rmse_deg,centered_pair_rmse_deg,centered_pair_correlation,forward_peak_to_peak_deg,backward_peak_to_peak_deg,peak_to_peak_difference_deg,slope_pair_rmse_deg_per_deg,gap_zero_crossing_count,target_derived_best_shift_deg,target_derived_aligned_centered_rmse_deg,harmonic_1_phase_gap_rad,harmonic_3_phase_gap_rad,harmonic_39_phase_gap_rad,harmonic_40_phase_gap_rad,harmonic_78_phase_gap_rad,harmonic_81_phase_gap_rad,offline_gap_proxy_only
speed_300rpm__torque_0Nm__temperature_25degC,train,300.0,0.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm0.0Nm25.0deg.csv,64800,True,-0.024885658392016966,-0.016429579640025345,-0.00845607875199162,0.00845607875199162,0.5073647251194973,0.00850611006492103,0.000921216899902898,0.9975224134653422,0.038185697711301765,0.03889626876438772,-0.0007105710530859524,0.0020412809077356825,0,0.17578125,0.000912711910618062,0.013877619019421934,0.05123873950463187,0.45583178785791234,0.04987520659694294,2.6634258456258437,0.9725761259949185,True
speed_300rpm__torque_0Nm__temperature_30degC,train,300.0,0.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm0.0Nm30.0deg.csv,64800,True,-0.025670225244279646,-0.018497328280718817,-0.00717289696356083,0.00717289696356083,0.4303738178136498,0.007257231784674843,0.00110316015457171,0.9963768949425565,0.039038114764654915,0.038724444893371124,0.0003136698712837907,0.002313750108730869,0,0.3515625,0.0010968484135599895,0.013896205878436593,0.06803883086037588,0.4663947027912094,0.1648401908463713,2.690995555395503,1.192712503826035,True
speed_300rpm__torque_0Nm__temperature_35degC,train,300.0,0.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm0.0Nm35.0deg.csv,64800,True,-0.025694782365836503,-0.018535692126621386,-0.007159090239215116,0.007159090239215116,0.429545414352907,0.007253903626830371,0.001168993059909961,0.9960569820721649,0.03810779697347266,0.03916475501524464,-0.0010569580417719784,0.00252050338246297,0,0.17578125,0.0011528747199563581,0.009997663280162323,0.10105941239873184,0.4117693565422358,0.2801691894902167,2.4582641167587562,1.454624054002322,True
speed_300rpm__torque_100Nm__temperature_25degC,train,300.0,100.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm100.0Nm25.0deg.csv,64800,True,-0.024782120979380033,-0.005510795393001003,-0.01927132558637903,0.01927132558637903,1.156279535182742,0.019289199316713867,0.0008301930038777919,0.9977046845839054,0.038367760168475526,0.03788483957647952,0.00048292059199600557,0.0018165565405278321,0,0.17578125,0.0007819890279383838,0.02134681652168427,0.05334348667298805,0.10552267678133576,0.035531154140702154,2.453280328080507,1.1359804985135322,True
speed_300rpm__torque_100Nm__temperature_30degC,train,300.0,100.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm100.0Nm30.0deg.csv,64800,True,-0.024838397631563505,-0.004570518470475014,-0.020267879161088492,0.020267879161088492,1.2160727496653094,0.020286386074761468,0.0008663338189121594,0.9974931904406672,0.03901706747919507,0.03791368344103167,0.001103384038163395,0.0017289077553923255,0,0.17578125,0.0008500735057833523,0.019299445888490918,0.03353861218282406,0.028418836609289455,0.202392247542137,2.747137769452256,1.5985489747137491,True
speed_300rpm__torque_200Nm__temperature_25degC,train,300.0,200.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm200.0Nm25.0deg.csv,64800,True,-0.03512994124765978,-0.007590898996339586,-0.027539042251320194,0.027539042251320194,1.6523425350792116,0.02755178254265742,0.0008377787046013771,0.9976682260282883,0.03837134217677868,0.037308915110478055,0.0010624270663006224,0.0015280652418423887,0,0.17578125,0.0008358598441453569,0.014949164536699588,0.10721069729669129,0.1613676430383939,0.9750416359938106,1.4113807474677644,1.1800196931637017,True
speed_300rpm__torque_200Nm__temperature_35degC,train,300.0,200.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm200.0Nm35.0deg.csv,64801,True,-0.02815533589023734,-0.00025863025402911907,-0.02789670563620822,0.02789670563620822,1.6738023381724931,0.027913630528860273,0.0009718970873856828,0.9969148126965576,0.03893571224019044,0.03769749211007087,0.001238220130119573,0.0020385969838651015,0,-0.17578125,0.000869510925123751,0.016051269340581223,0.05887238673138895,0.10195641047497328,0.09932788148616542,2.6073812633727416,1.9591307721691429,True
speed_300rpm__torque_300Nm__temperature_25degC,train,300.0,300.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm300.0Nm25.0deg.csv,64801,True,-0.032200186746339045,0.0033123782608219647,-0.03551256500716101,0.03551256500716101,2.1307539004296605,0.035528946762963094,0.0010787885323960869,0.9961174750125574,0.03875967352019851,0.03778385381590939,0.0009758197042891228,0.00190813316752161,0,1.23046875,0.0010505525416347394,0.017123260501690312,0.05416748657146253,0.3471563143642256,1.1191592872531821,1.1629502734584078,1.9224766221354779,True
speed_300rpm__torque_300Nm__temperature_30degC,train,300.0,300.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm300.0Nm30.0deg.csv,64800,True,-0.04059678355505252,-0.002973806806030185,-0.03762297674902234,0.03762297674902234,2.2573786049413402,0.03763559527196281,0.0009745009068822326,0.9968767166157245,0.03985119290354185,0.038516210053187894,0.0013349828503539593,0.001921611263492025,0,0.0,0.0009745009068822326,0.015228727660597952,0.025501686115705358,0.3298928225579829,0.042219007503182665,2.0314148791127864,2.1203530091524496,True
speed_300rpm__torque_300Nm__temperature_35degC,train,300.0,300.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm300.0Nm35.0deg.csv,64800,True,-0.033390390611427984,0.00338750737091167,-0.03677789798233965,0.03677789798233965,2.206673878940379,0.03679173620551243,0.0010089960439125796,0.9966498455877302,0.03974993081857822,0.03783150510642934,0.001918425712148883,0.0020002500176243645,0,-0.3515625,0.0010086795529419758,0.018011526665143034,0.048839327524472065,0.3358652866117591,0.0050038974177706586,2.1491541617910843,2.0912317524978743,True
speed_300rpm__torque_400Nm__temperature_25degC,train,300.0,400.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm400.0Nm25.0deg.csv,64800,True,-0.035770605339468006,0.007418296195819516,-0.043188901535287524,0.043188901535287524,2.5913340921172514,0.04319951910087378,0.0009577237190328018,0.9969329725883633,0.038928583607183195,0.03744305431847339,0.0014855292887098054,0.0018448996554893398,0,-0.17578125,0.0009569113690779347,0.018304974653157405,0.0006317245902953683,0.4958493283413721,1.086690227071944,1.0704603543887572,1.769848599337143,True
speed_300rpm__torque_400Nm__temperature_30degC,train,300.0,400.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm400.0Nm30.0deg.csv,64800,True,-0.04446267488509471,0.0010174544672609713,-0.04548012935235569,0.04548012935235569,2.7288077611413413,0.0454931151752951,0.001086904984651516,0.9960833772587115,0.03983155401627875,0.03806815404146177,0.001763399974816976,0.0021299521242949654,0,0.87890625,0.0010733338061919967,0.017310643397267636,0.03840870440975208,0.48623481727295825,0.005136206678325317,1.766665861575329,2.2247431603338086,True
speed_300rpm__torque_400Nm__temperature_35degC,train,300.0,400.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm400.0Nm35.0deg.csv,64800,True,-0.044159800678422324,0.0001022741080710151,-0.04426207478649334,0.04426207478649334,2.6557244871896004,0.04427510356168653,0.0010740256016211205,0.996185099768712,0.0401423619305111,0.038758272805023,0.0013840891254880971,0.0021558329142272563,0,-0.3515625,0.0010716891129919804,0.015042946663889086,0.010707360789640852,0.4949342233708278,0.04256195871054905,1.8194979177964612,2.185282399030768,True
speed_300rpm__torque_500Nm__temperature_30degC,train,300.0,500.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm500.0Nm30.0deg.csv,64800,True,-0.04811512568427598,0.0051609480961215684,-0.053276073780397545,0.053276073780397545,3.1965644268238527,0.053289074299384794,0.0011770311087604985,0.9954086653243489,0.040341973764567246,0.03852229427921955,0.0018196794853476972,0.0022582824043022327,0,0.87890625,0.0011593802862003215,0.01795150460445055,0.11304101109265607,0.6981325916828585,0.04517581347134697,1.6086877844872607,2.424150109975592,True
speed_300rpm__torque_500Nm__temperature_35degC,train,300.0,500.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm500.0Nm35.0deg.csv,64800,True,-0.04080810975798799,0.011132402342972345,-0.05194051210096033,0.05194051210096033,3.11643072605762,0.05195545393924095,0.001245952134947439,0.9947758597197831,0.04017709568219428,0.0387522938079336,0.001424801874260681,0.002479031189294517,0,0.87890625,0.0011618211351782097,0.022866752973611307,0.1688603180042254,0.6669618214846922,0.04353047050802315,1.6575725413953,2.3245521170984365,True
speed_300rpm__torque_600Nm__temperature_25degC,train,300.0,600.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm600.0Nm25.0deg.csv,64800,True,-0.04242416042269212,0.015593200928816327,-0.05801736135150845,0.05801736135150845,3.481041681090507,0.058029238905462285,0.001174031411722636,0.9953501244424677,0.03975566621459806,0.03804047082884691,0.001715195385751149,0.0025462447499800824,0,0.87890625,0.0011637069136066734,0.018044913746639964,0.17175093879969028,0.8789413096528247,1.0527362904156434,0.8326559103596225,2.2509048613622644,True
speed_300rpm__torque_600Nm__temperature_30degC,train,300.0,600.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm600.0Nm30.0deg.csv,64800,True,-0.05197154500827589,0.008867587229413179,-0.06083913223768907,0.06083913223768907,3.650347934261344,0.060852264380062554,0.0012641474383997418,0.9946048888391644,0.04016113420587705,0.03888253354064509,0.0012786006652319645,0.00248100292263652,0,0.87890625,0.0012075031800396127,0.015435711652336941,0.2297946411568843,0.8943040177022292,0.045323584439499714,1.4661750536318952,2.4143081247720253,True
speed_300rpm__torque_600Nm__temperature_35degC,train,300.0,600.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm600.0Nm35.0deg.csv,64800,True,-0.04505853638531635,0.014686379507823904,-0.05974491589314025,0.05974491589314025,3.584694953588415,0.05976003260378224,0.0013440690929832557,0.9938939530790519,0.04039800713542046,0.03880980542950255,0.0015882017059179118,0.0027008907205787725,0,0.87890625,0.001246050033942753,0.017450834976923894,0.15264851373796542,0.9345209939601073,0.032975893909390666,1.5632254834658053,2.3660909324033,True
speed_300rpm__torque_700Nm__temperature_25degC,train,300.0,700.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm700.0Nm25.0deg.csv,64800,True,-0.04693185743293309,0.018383697117874465,-0.06531555455080756,0.06531555455080756,3.918933273048454,0.06532837826434414,0.001294349400167628,0.9943622051186694,0.03980456817918111,0.038389360884734464,0.0014152072944466493,0.002828641643312597,0,0.87890625,0.0012619774743038155,0.01732522901766013,0.24578751567379875,1.0730639967318893,1.112565351511039,0.8415515409448278,2.5930064639430572,True
speed_300rpm__torque_700Nm__temperature_30degC,train,300.0,700.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm700.0Nm30.0deg.csv,64800,True,-0.055882790080943844,0.012535495778960317,-0.06841828585990416,0.06841828585990416,4.10509715159425,0.0684334455836141,0.001440359135045655,0.9929916564749433,0.040836152314234514,0.039348561130942775,0.0014875911832917393,0.002888609091982167,0,0.87890625,0.00133759219771211,0.017734528687292594,0.30190027076062664,1.0920421392128767,0.04424774488964443,1.4018656158106553,2.4593480955905793,True
speed_300rpm__torque_700Nm__temperature_35degC,train,300.0,700.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm700.0Nm35.0deg.csv,64800,True,-0.047849354484423255,0.01949550424837662,-0.06734485873279988,0.06734485873279988,4.040691523967993,0.06736118028234442,0.0014827714893857337,0.992582627056571,0.04049460008377423,0.039273282470991155,0.0012213176127830738,0.002978080239422684,0,0.87890625,0.0013427631015642883,0.015053486929542462,0.2758027499007576,1.1767256773172636,0.011330898912381886,1.4738457736603405,2.462958667470446,True
speed_300rpm__torque_800Nm__temperature_30degC,train,300.0,800.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm800.0Nm30.0deg.csv,64800,True,-0.05803149975518193,0.014979014984864978,-0.07301051474004691,0.07301051474004691,4.380630884402815,0.07302351716271528,0.0013779681443219156,0.99361430285183,0.040492429022476524,0.0398042957211683,0.0006881333013082219,0.0029869172815438464,0,0.87890625,0.0013493239963886811,0.02062604757325228,0.3297962864683941,1.1938531862022386,0.09864196783516084,0.8919133467994238,2.3254916331017728,True
speed_300rpm__torque_800Nm__temperature_35degC,train,300.0,800.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm800.0Nm35.0deg.csv,64800,True,-0.05154285864161461,0.023378694863141675,-0.0749215535047563,0.0749215535047563,4.495293210285378,0.07493959429022734,0.0016442666504600284,0.9908722083815255,0.04140087472596293,0.040409608393515706,0.000991266332447227,0.003447355111230163,0,0.87890625,0.0014337903408530573,0.012984365606732395,0.3816728586861373,1.3213318466517798,0.09615941048587823,1.3867802426827875,2.4762951766195362,True
speed_300rpm__torque_900Nm__temperature_25degC,train,300.0,900.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm900.0Nm25.0deg.csv,64800,True,-0.06079910401090338,0.01905505139047331,-0.07985415540137669,0.07985415540137669,4.791249324082601,0.07986771383274407,0.0014715902968831694,0.9926810854374746,0.04012260671882878,0.03944856921782333,0.0006740375010054478,0.003394874403352643,0,0.52734375,0.0013881770071486616,0.02000530994332069,0.42941614168655184,1.4161546201873447,1.0581544600276294,0.7846005812915393,2.4223473170219507,True
speed_300rpm__torque_900Nm__temperature_30degC,train,300.0,900.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm900.0Nm30.0deg.csv,64800,True,-0.062262236848063555,0.01801313833647533,-0.0802753751845389,0.0802753751845389,4.816522511072334,0.08029007361986115,0.0015362489590692659,0.9920452602020533,0.04156678379838371,0.04011665753488208,0.0014501262635016263,0.00338218882537146,0,0.87890625,0.0014483851953786355,0.02289269733767735,0.4435479534682684,1.417821159430459,0.14643403752913836,0.9090004983762707,2.251574639634607,True
speed_300rpm__torque_900Nm__temperature_35degC,train,300.0,900.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm900.0Nm35.0deg.csv,64800,True,-0.0601898095602747,0.018016554086944334,-0.07820636364721903,0.07820636364721903,4.692381818833142,0.07822147214222777,0.0015373318367389707,0.9920364311284058,0.04125097055902481,0.040343582876969944,0.0009073876820548665,0.0036915763278110945,0,0.87890625,0.001482985994158051,0.01531463375709418,0.4549240499525449,1.4058439768752926,0.17275956842302387,0.8065856293359355,2.27470069531129,True
speed_300rpm__torque_1000Nm__temperature_30degC,train,300.0,1000.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm1000.0Nm30.0deg.csv,64800,True,-0.06466689643115517,0.023044211258880294,-0.08771110769003546,0.08771110769003546,5.2626664614021275,0.08772684203938266,0.0016614457528921754,0.9906998000079339,0.04139117010810951,0.04085867436122932,0.0005324957468801905,0.003820973995015168,0,0.87890625,0.0015361597713717129,0.017816127154586706,0.4961663765148867,1.5073319484527772,0.2726022739235836,0.9256607779218733,2.419684485492011,True
speed_300rpm__torque_1000Nm__temperature_35degC,train,300.0,1000.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm1000.0Nm35.0deg.csv,64800,True,-0.0577163847649213,0.02969948485912817,-0.08741586962404947,0.08741586962404947,5.244952177442968,0.08743377435122882,0.0017693601026310861,0.9894231779719623,0.0415760355682045,0.040457064069607564,0.001118971498596938,0.004076307012682352,0,0.87890625,0.0015834697733932656,0.017845903998462333,0.5168535660679876,1.6220732420355402,0.1544024728267166,0.9935558655508518,2.3947170867621046,True
speed_300rpm__torque_1200Nm__temperature_30degC,train,300.0,1200.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm1200.0Nm30.0deg.csv,64800,True,-0.07402126283501971,0.029642314787797802,-0.10366357762281751,0.10366357762281751,6.219814657369051,0.10368180274448566,0.0019439379579917985,0.9872861389183292,0.04260670338826082,0.041407861843309884,0.0011988415449509376,0.004335063745671729,0,0.87890625,0.0016912133767749604,0.023941839293375736,0.5458823836028293,1.8713316857748612,0.33638080416361527,0.952777553424155,2.5043645469993407,True
speed_300rpm__torque_1200Nm__temperature_35degC,train,300.0,1200.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm1200.0Nm35.0deg.csv,64800,True,-0.06834331838857355,0.03513510646950422,-0.10347842485807776,0.10347842485807776,6.2087054914846656,0.10349965410449805,0.0020961843053243926,0.9852478007519746,0.0423592608450651,0.0417483616614025,0.0006108991836625971,0.00456086739511873,0,0.87890625,0.0017642543639737036,0.02237212509964673,0.635010869818609,1.9584849520774377,0.16307881634936106,1.0717887516200224,2.546604338924396,True
speed_300rpm__torque_1300Nm__temperature_25degC,train,300.0,1300.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm1300.0Nm25.0deg.csv,64800,True,-0.0760376493575255,0.033580838795477054,-0.10961848815300254,0.10961848815300254,6.577109289180153,0.109638310504599,0.0020847506692418367,0.9854144241814821,0.04228081152725618,0.041689299832695405,0.0005915116945607729,0.004726213197995833,0,0.703125,0.0017152073029353624,0.02494105551218947,0.6665190642150802,2.0137118595695096,0.10751292915933497,0.8407970111458818,2.373683558507729,True
speed_300rpm__torque_1300Nm__temperature_30degC,train,300.0,1300.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm1300.0Nm30.0deg.csv,64800,True,-0.07760675909071946,0.03381785821768333,-0.11142461730840278,0.11142461730840278,6.685477038504167,0.1114447002282558,0.002115624409431561,0.9849948748230195,0.04253073262155586,0.042206377087188336,0.00032435553436752085,0.004716848124996539,0,0.703125,0.0017752579885739407,0.025919452052500604,0.640557758789275,1.8960121729374781,0.46915349525190186,0.9390798545851903,2.4853753954254665,True
speed_300rpm__torque_1300Nm__temperature_35degC,train,300.0,1300.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm1300.0Nm35.0deg.csv,64800,True,-0.06983734092490224,0.041524910326618536,-0.11136225125152077,0.11136225125152077,6.681735075091247,0.1113846381878122,0.0022330742090206,0.9832868410561705,0.04308887540351473,0.04238083302271055,0.0007080423808041789,0.004919403316681904,0,0.87890625,0.001838896047321025,0.024665312205509507,0.6891198724783973,1.9838083864988367,0.5099469081250044,1.0712446542634622,2.6015830073523536,True
speed_300rpm__torque_1400Nm__temperature_25degC,train,300.0,1400.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm1400.0Nm25.0deg.csv,64800,True,-0.07293963094611819,0.04335036417050521,-0.1162899951166234,0.1162899951166234,6.977399706997404,0.11630777370594064,0.0020335339210354494,0.9861913675580662,0.04284456971006184,0.04136072242952756,0.0014838472805342798,0.004919822629374783,0,0.703125,0.001784380863790517,0.02753570519902393,0.7042778055742853,2.143705808485364,0.23508395221810816,0.6148796150902659,2.3891205484701037,True
speed_300rpm__torque_1400Nm__temperature_35degC,train,300.0,1400.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm1400.0Nm35.0deg.csv,64800,True,-0.07464155426058094,0.04406168153659743,-0.11870323579717837,0.11870323579717837,7.122194147830702,0.11872651475216991,0.0023509820238977013,0.9814301147030802,0.043243428655590714,0.04229228056152527,0.0009511480940654418,0.005146708301698299,0,5.44921875,0.0018883293951919321,0.03037315398909656,0.7306107968330393,2.104155337913755,0.3624066382629949,1.045362913301108,2.7052097042311725,True
speed_300rpm__torque_1500Nm__temperature_25degC,train,300.0,1500.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm1500.0Nm25.0deg.csv,64800,True,-0.07817022056392846,0.04596921565296755,-0.124139436216896,0.124139436216896,7.448366173013761,0.12415843350531817,0.0021718623910655026,0.9842332308649362,0.043132616264553836,0.04227427210685111,0.0008583441577027229,0.005215309046088256,0,0.703125,0.0019016569612342789,0.025784840458315673,0.7801182808627619,2.2664776228022,0.3850591933341805,0.6315894105181243,2.3505756531869886,True
speed_300rpm__torque_1500Nm__temperature_30degC,train,300.0,1500.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm1500.0Nm30.0deg.csv,64801,True,-0.0849826342322625,0.041289234263815706,-0.12627186849607822,0.12627186849607822,7.576312109764693,0.12629416698157422,0.002373149822256987,0.9811534313431184,0.043781088196870974,0.042534338019868424,0.0012467501770025494,0.0053166142736390375,0,5.2734375,0.0019168716915235996,0.023731456382083047,0.7682353497148136,2.313417778650512,0.5591037451198385,0.8892814797741457,2.6028902336621207,True
speed_300rpm__torque_1500Nm__temperature_35degC,train,300.0,1500.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm1500.0Nm35.0deg.csv,64800,True,-0.07676102000950286,0.04941120945360347,-0.12617222946310633,0.12617222946310633,7.57033376778638,0.1261978433318508,0.0025424739761893828,0.9783370347961465,0.04432491480806217,0.04287171126898531,0.0014532035390768597,0.0054930926516292425,0,5.44921875,0.001951070345395883,0.0313245780589456,0.8099523177210572,2.2039864989169944,0.635753571776642,1.019616217251444,2.633511497289003,True
speed_300rpm__torque_1600Nm__temperature_25degC,train,300.0,1600.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm1600.0Nm25.0deg.csv,64800,True,-0.08289276981515015,0.048744945503277404,-0.13163771531842755,0.13163771531842755,7.898262919105653,0.13165812188449535,0.002317965465070748,0.9821365654263141,0.04366400308877044,0.042504436400966024,0.0011595666878044184,0.005552029423121102,0,5.09765625,0.0019308239170287506,0.02893333061579497,0.7927019986859686,2.446723907907809,0.3835058339168593,0.6406206245780852,2.432580411236866,True
speed_300rpm__torque_1600Nm__temperature_30degC,train,300.0,1600.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm1600.0Nm30.0deg.csv,64800,True,-0.07911130961091198,0.05176167592440119,-0.13087298553531318,0.13087298553531318,7.852379132118791,0.13089626248136227,0.0024684385071125684,0.9797096892819172,0.04484540324952242,0.04243174231259973,0.0024136609369226902,0.005638456849959257,0,5.2734375,0.0019338827307796148,0.035024931643235606,0.8818772206349836,2.404539709341119,0.6620069495498768,0.7851159149387761,2.358546436460247,True
speed_300rpm__torque_1600Nm__temperature_35degC,train,300.0,1600.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm1600.0Nm35.0deg.csv,64801,True,-0.08723918068023195,0.04597229957607691,-0.13321148025630886,0.13321148025630886,7.992688815378531,0.1332372609660412,0.002620923054192001,0.9770186813251812,0.04541429657727469,0.04272746855776672,0.002686828019507974,0.005770964376440049,0,5.2734375,0.002014305876660412,0.0252784819532772,0.8211909103136888,2.4331522420541822,0.6360057793925908,0.974619434746741,2.6578934357706268,True
speed_300rpm__torque_1700Nm__temperature_25degC,train,300.0,1700.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm1700.0Nm25.0deg.csv,64801,True,-0.08817886176728067,0.05083112952324266,-0.13900999129052333,0.13900999129052333,8.3405994774314,0.1390312328446724,0.0024302320296924326,0.980390153400466,0.04452985933174115,0.04296682816727766,0.0015630311644634909,0.0058480385096652985,0,5.09765625,0.0019919726795404567,0.025085514589033343,0.8087837181702568,2.5112024254601524,0.5728054569595158,0.6215801855717178,2.414107266628346,True
speed_300rpm__torque_1700Nm__temperature_30degC,train,300.0,1700.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm1700.0Nm30.0deg.csv,64800,True,-0.09187509704131412,0.04861346992513193,-0.14048856696644604,0.14048856696644604,8.429314017986762,0.14051253443238665,0.002595165568329616,0.9775754007611605,0.04587578292501848,0.04355267184796491,0.0023231110770535746,0.005952084071644844,0,5.2734375,0.0020070614012316543,0.028735514290119425,0.9025895212014321,2.4759429996779674,0.6348542697818117,0.7897245484018942,2.4186889597250576,True
speed_300rpm__torque_1700Nm__temperature_35degC,train,300.0,1700.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm1700.0Nm35.0deg.csv,64800,True,-0.08398110593176059,0.056535420750311066,-0.14051652668207165,0.14051652668207165,8.4309916009243,0.14054477576821084,0.0028177517533147065,0.9736073495981644,0.045556030039350166,0.043413966015430586,0.0021420640239195807,0.0060893797671658515,0,5.2734375,0.002067963020156764,0.026679037049467173,0.9225632887979424,2.4926700982492975,0.7318219631089737,0.9499716899857691,2.583642970296999,True
speed_300rpm__torque_1800Nm__temperature_25degC,train,300.0,1800.0,25.0,data/simplified_dataset/Test_25degree/300rpm/300.0rpm1800.0Nm25.0deg.csv,64800,True,-0.08859938858720467,0.05772433703077649,-0.14632372561798118,0.14632372561798118,8.779423537078872,0.14634633414522435,0.0025723217177139224,0.9780739649396294,0.04592504755261584,0.043271434969415795,0.0026536125832000435,0.006107598934256895,0,5.09765625,0.002034260488296542,0.035703090642950616,0.845700979959917,2.7161822654754952,0.5651682636724515,0.6197017317268236,2.30769874863546,True
speed_300rpm__torque_1800Nm__temperature_30degC,train,300.0,1800.0,30.0,data/simplified_dataset/Test_30degree/300rpm/300.0rpm1800.0Nm30.0deg.csv,64800,True,-0.09580772555481819,0.052301331212449814,-0.148109056767268,0.148109056767268,8.886543406036079,0.14813415591860213,0.0027268027480755095,0.9753186456218104,0.045930486001533016,0.042924583038163,0.0030059029633700135,0.0061467095635423545,0,5.2734375,0.002040444648544904,0.029188557228298356,0.9124757963715033,2.5959037146162203,0.6185401062209683,0.7792049789857194,2.300722435188421,True
speed_300rpm__torque_1800Nm__temperature_35degC,train,300.0,1800.0,35.0,data/simplified_dataset/Test_35degree/300rpm/300.0rpm1800.0Nm35.0deg.csv,64800,True,-0.09130802076530398,0.057277228113621695,-0.14858524887892566,0.14858524887892566,8.91511493273554,0.14861429368997012,0.0029380443421441675,0.9714064895830125,0.04614346726930538,0.044162775784029766,0.001980691485275611,0.006387047144544725,0,5.2734375,0.0020623794374660456,0.03687105483965324,0.8994805215524809,2.4074463546057943,0.698408142781917,0.9272148874253492,2.729284483394197,True
speed_400rpm__torque_0Nm__temperature_25degC,train,400.0,0.0,25.0,data/simplified_dataset/Test_25degree/400rpm/400.0rpm0.0Nm25.0deg.csv,48600,True,-0.025827106646775205,-0.017188481804739694,-0.008638624842035512,0.008638624842035512,0.5183174905221307,0.008682557859444686,0.0008723369883087865,0.9976963377470468,0.03820704192067918,0.03853201138056447,-0.000324969459885284,0.002145851901759153,0,0.52734375,0.0008640898691633549,0.01194303935202794,0.008178822442139968,0.4344049800510008,0.0302383791687027,2.446176499152779,0.8941600840892396,True
speed_400rpm__torque_100Nm__temperature_30degC,train,400.0,100.0,30.0,data/simplified_dataset/Test_30degree/400rpm/400.0rpm100.0Nm30.0deg.csv,48600,True,-0.029089064145414525,-0.00932710473385956,-0.019761959411554966,0.019761959411554966,1.185717564693298,0.019780837709636474,0.0008640027262864891,0.9975099351843236,0.03826835500136801,0.038493376745107735,-0.00022502174373972839,0.0024819845606458167,0,0.0,0.0008640027262864891,0.02100799349356261,0.0523618493458986,0.03758263689761354,0.2685119918935457,3.0786928820661905,1.2779090835652704,True
speed_400rpm__torque_100Nm__temperature_35degC,train,400.0,100.0,35.0,data/simplified_dataset/Test_35degree/400rpm/400.0rpm100.0Nm35.0deg.csv,48600,True,-0.030261922819526568,-0.01246095576881968,-0.017800967050706887,0.017800967050706887,1.0680580230424133,0.01782146443557191,0.0008544979157388961,0.9975648716857773,0.03861844312244859,0.037949040368336226,0.0006694027541123623,0.002256495992696291,0,0.0,0.0008544979157388961,0.019433305770224205,0.016521412319904227,0.22527599860601621,0.09986033623323198,1.7482869207507008,1.1325375687229227,True
