condition_id,split,direction,input_speed_rpm,output_torque_nm,oil_temperature_deg_c,source_path,source_size_bytes,source_sha256
speed_600rpm__torque_900Nm__temperature_30degC,train,Fw,600.0,900.0,30.0,data/polished_dataset/forward/30degree/600rpm/600.0rpm900.0Nm30.0deg.csv,3055411,8810d348dedf324865ef6c0269ebffae8285412ff266e6001c5f0422ca445d20
speed_600rpm__torque_900Nm__temperature_35degC,train,Fw,600.0,900.0,35.0,data/polished_dataset/forward/35degree/600rpm/600.0rpm900.0Nm35.0deg.csv,3132052,00637dcd23d202e99543f836f76cad34ad1b5fd92309edaaef9abfc59e7108a4
speed_600rpm__torque_1000Nm__temperature_25degC,train,Fw,600.0,1000.0,25.0,data/polished_dataset/forward/25degree/600rpm/600.0rpm1000.0Nm25.0deg.csv,3024806,2fd8e4269163f1c5ad056faa1699e951646d8dd982d8bd095adda8d0c2aeb009
speed_600rpm__torque_1000Nm__temperature_35degC,train,Fw,600.0,1000.0,35.0,data/polished_dataset/forward/35degree/600rpm/600.0rpm1000.0Nm35.0deg.csv,3090556,a08ad422f5f6275ee41b8bf5a06955cfb2737a1e05abb3c4b5a20e5dbbffeba6
speed_600rpm__torque_1100Nm__temperature_30degC,train,Fw,600.0,1100.0,30.0,data/polished_dataset/forward/30degree/600rpm/600.0rpm1100.0Nm30.0deg.csv,3059106,a0123dba9d3db0bc77d2fa6b5690001a63b9225f4824343b3ecb88176c49b28c
speed_600rpm__torque_1200Nm__temperature_25degC,train,Fw,600.0,1200.0,25.0,data/polished_dataset/forward/25degree/600rpm/600.0rpm1200.0Nm25.0deg.csv,3076141,962b5e2807cc587f5b4f0be563fd0e9a061302860b29271dee6363216130cb7f
speed_600rpm__torque_1200Nm__temperature_30degC,train,Fw,600.0,1200.0,30.0,data/polished_dataset/forward/30degree/600rpm/600.0rpm1200.0Nm30.0deg.csv,3069887,b913d2fd88c9569122046c68d4ccbabb18404444fc9872cd93a4f165da76fc30
speed_600rpm__torque_1200Nm__temperature_35degC,train,Fw,600.0,1200.0,35.0,data/polished_dataset/forward/35degree/600rpm/600.0rpm1200.0Nm35.0deg.csv,3106870,b5be4e34be1b820576bd940b5c28a8c6ea202c1739d02c322cec01f38e424eb4
speed_600rpm__torque_1300Nm__temperature_25degC,train,Fw,600.0,1300.0,25.0,data/polished_dataset/forward/25degree/600rpm/600.0rpm1300.0Nm25.0deg.csv,3048901,6dbca90d34e2c6d9995284fc98efb58ed76bc1d151466d2145cc7fd911f37941
speed_600rpm__torque_1400Nm__temperature_30degC,train,Fw,600.0,1400.0,30.0,data/polished_dataset/forward/30degree/600rpm/600.0rpm1400.0Nm30.0deg.csv,3082324,cc6409cba883b5ec374ca021a5553a3336e83f5edeb7a93bad6d7af1326a346a
speed_600rpm__torque_1500Nm__temperature_30degC,train,Fw,600.0,1500.0,30.0,data/polished_dataset/forward/30degree/600rpm/600.0rpm1500.0Nm30.0deg.csv,3133380,8386abd5f902c979ebd397fc20b9356a6daf38148ddc86e711baa306632a8a11
speed_600rpm__torque_1500Nm__temperature_35degC,train,Fw,600.0,1500.0,35.0,data/polished_dataset/forward/35degree/600rpm/600.0rpm1500.0Nm35.0deg.csv,3121939,58cdf5bfee46b6bd52d3e382330d3b96952596b1b97998f5f39a805074746b17
speed_600rpm__torque_1600Nm__temperature_25degC,train,Fw,600.0,1600.0,25.0,data/polished_dataset/forward/25degree/600rpm/600.0rpm1600.0Nm25.0deg.csv,3059236,9de835fa77866c4c8b2d3a48719e3c167d61a108af72994026c43bc8e09331b9
speed_600rpm__torque_1600Nm__temperature_35degC,train,Fw,600.0,1600.0,35.0,data/polished_dataset/forward/35degree/600rpm/600.0rpm1600.0Nm35.0deg.csv,3114616,5cd3ebeff8a2317e5ef614d1506742434f4c1e5f3e420ce22356f818dfe389ed
speed_600rpm__torque_1700Nm__temperature_30degC,train,Fw,600.0,1700.0,30.0,data/polished_dataset/forward/30degree/600rpm/600.0rpm1700.0Nm30.0deg.csv,3107755,f62f8bc70d45063d343d1527bb9017a59dfd59d5e85056ef2f411bebdb35ad0d
speed_600rpm__torque_1700Nm__temperature_35degC,train,Fw,600.0,1700.0,35.0,data/polished_dataset/forward/35degree/600rpm/600.0rpm1700.0Nm35.0deg.csv,3113815,ec7ad5446163dfb2cc9293b8fea5bcc8676a9df3effcc4ca78970890d03134e5
speed_600rpm__torque_1800Nm__temperature_25degC,train,Fw,600.0,1800.0,25.0,data/polished_dataset/forward/25degree/600rpm/600.0rpm1800.0Nm25.0deg.csv,3043717,578601257cca8fe7f1c2bcaf8bfe95f638b83549d65d8ec3031793c7c665fb7f
speed_600rpm__torque_1800Nm__temperature_30degC,train,Fw,600.0,1800.0,30.0,data/polished_dataset/forward/30degree/600rpm/600.0rpm1800.0Nm30.0deg.csv,3103538,57e6441075b37372c683b59f586c050ddc4f44252bc2e3238b2425e4f8fe1e69
speed_600rpm__torque_1800Nm__temperature_35degC,train,Fw,600.0,1800.0,35.0,data/polished_dataset/forward/35degree/600rpm/600.0rpm1800.0Nm35.0deg.csv,3099628,944a639a5460a1b2adcbe1c4e629d8602f4bb58c2b8a22782f4a1e943d0c9cce
speed_700rpm__torque_0Nm__temperature_25degC,train,Fw,700.0,0.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm0.0Nm25.0deg.csv,2618614,898f2649a74f3cc00bf75e3a999cbfccdd65545bd77d8e9b055f743e2ded3f28
speed_700rpm__torque_0Nm__temperature_30degC,train,Fw,700.0,0.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm0.0Nm30.0deg.csv,2629060,0242eb3f55e2d55d6f306e8cc6bfa22da183ceb8127ca1cc48a5b882c20ff572
speed_700rpm__torque_0Nm__temperature_35degC,train,Fw,700.0,0.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm0.0Nm35.0deg.csv,2684403,8c5026c07a35aac40911d54d1b25c558d38d962fa7eb941909a95ec8da31dc3c
speed_700rpm__torque_100Nm__temperature_25degC,train,Fw,700.0,100.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm100.0Nm25.0deg.csv,2613329,205a4893607a2092aa3f5cbd80d2a421970c2f7351c41271db2f46dae0b68995
speed_700rpm__torque_100Nm__temperature_30degC,train,Fw,700.0,100.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm100.0Nm30.0deg.csv,2599209,0ddef130087cb72efde335e4ede7c84425a8dce11da617de67581daa0d7d7be3
speed_700rpm__torque_100Nm__temperature_35degC,train,Fw,700.0,100.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm100.0Nm35.0deg.csv,2652137,a855b905383e09f1f5fa6fae77ee1f052e07735b72ea1771ddd16a8d6938f15d
speed_700rpm__torque_200Nm__temperature_25degC,train,Fw,700.0,200.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm200.0Nm25.0deg.csv,2599040,c1c5985bc3d8842ea0fbb3f4e1ab4fc35b1f567e8076f32e94ef5b720ccb83bc
speed_700rpm__torque_200Nm__temperature_35degC,train,Fw,700.0,200.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm200.0Nm35.0deg.csv,2665242,c2359111f45574f261a32c95a725ccc5d38dfad1010cbc5a1cbce251047387cd
speed_700rpm__torque_300Nm__temperature_25degC,train,Fw,700.0,300.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm300.0Nm25.0deg.csv,2623529,774226cfeacc9530b406a5550a2acd2d1253423dc2c25cb3401790d31e674f81
speed_700rpm__torque_300Nm__temperature_30degC,train,Fw,700.0,300.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm300.0Nm30.0deg.csv,2625065,a343ccf73d779f785f955e6fc1c4930db7d87ddf4a15aac586bad0db43dfbabb
speed_700rpm__torque_300Nm__temperature_35degC,train,Fw,700.0,300.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm300.0Nm35.0deg.csv,2693140,7fe35e9c006c5eac8cbb4799ee143d0038864958554969b1262c6c4ed9587790
speed_700rpm__torque_400Nm__temperature_35degC,train,Fw,700.0,400.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm400.0Nm35.0deg.csv,2687375,658d245f8354eb647f5353e96765e4404938db42bd6d50f296b70868803d3a5a
speed_700rpm__torque_500Nm__temperature_25degC,train,Fw,700.0,500.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm500.0Nm25.0deg.csv,2627092,36ac98f192bb5c7c0ac30c0912891b6afb1be457b610abd09ce39776a038e224
speed_700rpm__torque_500Nm__temperature_35degC,train,Fw,700.0,500.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm500.0Nm35.0deg.csv,2683898,63fab6136da3745e5dd5f66bb262c71dd2ce688788e8ba688ac8f0bb01cedafb
speed_700rpm__torque_600Nm__temperature_35degC,train,Fw,700.0,600.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm600.0Nm35.0deg.csv,2694196,77bfdc1894e706b716a47e54150bed0bff8da5d221208f906f9bb14772f83e9d
speed_700rpm__torque_700Nm__temperature_25degC,train,Fw,700.0,700.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm700.0Nm25.0deg.csv,2612631,929c87ebdd963b163ee4b30b3100ad8491f2594eaebffefa8227e015b19f2b9c
speed_700rpm__torque_700Nm__temperature_30degC,train,Fw,700.0,700.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm700.0Nm30.0deg.csv,2656302,e26c75aea533950dbafda9223832fe80891d0ae24234fa56af5c2deeffc25fc0
speed_700rpm__torque_800Nm__temperature_25degC,train,Fw,700.0,800.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm800.0Nm25.0deg.csv,2633505,d8dd1f8a3c24959b3d92e0268b2a23327da62ca5984448d230ffc6fe23ca6925
speed_700rpm__torque_800Nm__temperature_30degC,train,Fw,700.0,800.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm800.0Nm30.0deg.csv,2631365,15c0cec20e5eb0f677f153ac0b6c0a8452904cf177a6c4fe88fb1326573f83a0
speed_700rpm__torque_800Nm__temperature_35degC,train,Fw,700.0,800.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm800.0Nm35.0deg.csv,2681319,f5585dcba78934ff8511ad24a882bbf3b36ba53e8318b626b5245ed1fe657824
speed_700rpm__torque_900Nm__temperature_30degC,train,Fw,700.0,900.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm900.0Nm30.0deg.csv,2657066,48046b2d6a48466c050cc6d21a027486513dc2aef6e7be5c355ef89e280549f9
speed_700rpm__torque_900Nm__temperature_35degC,train,Fw,700.0,900.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm900.0Nm35.0deg.csv,2669039,47073e706b1e6b26092969fffbabfb603509f0bc6407d757156274392639be99
speed_700rpm__torque_1000Nm__temperature_30degC,train,Fw,700.0,1000.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm1000.0Nm30.0deg.csv,2679337,9e2dc949cd606374f34845d45a9f5121de93615129ea34485ec00ba13c2fb39a
speed_700rpm__torque_1100Nm__temperature_25degC,train,Fw,700.0,1100.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm1100.0Nm25.0deg.csv,2604285,505ad07254107a8806d143c8a11b8f2fad0f01c9e886f6e816deac96eae49426
speed_700rpm__torque_1100Nm__temperature_30degC,train,Fw,700.0,1100.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm1100.0Nm30.0deg.csv,2673757,46c6c4577ff7fbc9a330e11f009a056b2fa4599b9083e71d25b554058d55d833
speed_700rpm__torque_1100Nm__temperature_35degC,train,Fw,700.0,1100.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm1100.0Nm35.0deg.csv,2678628,6fad974638e23583e44b2bb6a87f673000c537c128eb069cc162655089499fa7
speed_700rpm__torque_1200Nm__temperature_25degC,train,Fw,700.0,1200.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm1200.0Nm25.0deg.csv,2614343,2d4419bcdeae1ff70abe175b06d74454664613412efc2c91c6152ab1dc1ce767
speed_700rpm__torque_1200Nm__temperature_30degC,train,Fw,700.0,1200.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm1200.0Nm30.0deg.csv,2652766,b665b23bcf1e3d6b286bdcfeb43bdfa7e7d528bd7898d9f9960abd9b2c70d7e8
speed_700rpm__torque_1300Nm__temperature_25degC,train,Fw,700.0,1300.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm1300.0Nm25.0deg.csv,2606477,9f0f495b7802adea01fcc59fd250f0fe43d23e64f377c9a0e5bbe602d61be35b
speed_700rpm__torque_1300Nm__temperature_30degC,train,Fw,700.0,1300.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm1300.0Nm30.0deg.csv,2652399,622aad1b0dd72b98ff4f901b014a473c00658cdf6ef664146427baff60d25199
speed_700rpm__torque_1300Nm__temperature_35degC,train,Fw,700.0,1300.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm1300.0Nm35.0deg.csv,2654849,4461024057ac199969a2e74b0f5798fea3eda4727ef566d2f38912d5f1c0ea5e
speed_700rpm__torque_1400Nm__temperature_35degC,train,Fw,700.0,1400.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm1400.0Nm35.0deg.csv,2661091,702515b62c614708d8105bbbabbc464c57d3c5c91cf104001db2a4d584541d3e
speed_700rpm__torque_1500Nm__temperature_25degC,train,Fw,700.0,1500.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm1500.0Nm25.0deg.csv,2602567,9e7ad89d8e964b85fe6daa426ad40b5c02bc2286aa1fb66cc23f827f4a0287bd
speed_700rpm__torque_1500Nm__temperature_30degC,train,Fw,700.0,1500.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm1500.0Nm30.0deg.csv,2626268,84bc5aca229b3e423a05c29f789ee4673f4298b762a96132099c95595f7bd75d
speed_700rpm__torque_1500Nm__temperature_35degC,train,Fw,700.0,1500.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm1500.0Nm35.0deg.csv,2680467,0c96f2c4ffb46b5b8555488b96551332d2e358c2b748596c85c3d43e44c7c6db
speed_700rpm__torque_1600Nm__temperature_25degC,train,Fw,700.0,1600.0,25.0,data/polished_dataset/forward/25degree/700rpm/700.0rpm1600.0Nm25.0deg.csv,2608295,8f7145c3cffdf7b612fe8921017e6dcdb7b19e738b977f130b61a8a75df16d2f
speed_700rpm__torque_1700Nm__temperature_30degC,train,Fw,700.0,1700.0,30.0,data/polished_dataset/forward/30degree/700rpm/700.0rpm1700.0Nm30.0deg.csv,2680852,c9f9a65acd61321290e5b75f0b9da89464a606d9d00bb83db79b5b42e50cc43e
speed_700rpm__torque_1700Nm__temperature_35degC,train,Fw,700.0,1700.0,35.0,data/polished_dataset/forward/35degree/700rpm/700.0rpm1700.0Nm35.0deg.csv,2653371,120bbc1066794ec7cee01aa413112179ef12272a88f183524486ab5c44afbb8b
speed_800rpm__torque_0Nm__temperature_25degC,train,Fw,800.0,0.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm0.0Nm25.0deg.csv,2296708,6882e0db836bc356d50f98b0b125174ec341022adbcf2add77af94169932fa68
speed_800rpm__torque_0Nm__temperature_30degC,train,Fw,800.0,0.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm0.0Nm30.0deg.csv,2286869,d8f44f79cd3d76dff4bf3be37881a75835e717c0785890349b7081c7380b0283
speed_800rpm__torque_100Nm__temperature_25degC,train,Fw,800.0,100.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm100.0Nm25.0deg.csv,2295274,a1c92a0af9f250b0b287db84952551e375c8ff648a1db0cb36ac4f1277cb8c11
speed_800rpm__torque_100Nm__temperature_30degC,train,Fw,800.0,100.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm100.0Nm30.0deg.csv,2281666,82d13ec9819a4080c32878288297c319161ceaed1adc0834ec76b3cadf12eebd
speed_800rpm__torque_200Nm__temperature_35degC,train,Fw,800.0,200.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm200.0Nm35.0deg.csv,2341370,7e74fb37cf349e2812966aca394fab15378d7ee942ab08a8f0f684170ecd55cf
speed_800rpm__torque_300Nm__temperature_25degC,train,Fw,800.0,300.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm300.0Nm25.0deg.csv,2287559,4923dea5173f22ca8c509f8a4e48780327fdc69cc885061f0a73101bc8b44144
speed_800rpm__torque_300Nm__temperature_30degC,train,Fw,800.0,300.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm300.0Nm30.0deg.csv,2288050,f69341aab3f4c82e538927c43869462b4852859bbdbe2213e5506f416008d3b0
speed_800rpm__torque_300Nm__temperature_35degC,train,Fw,800.0,300.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm300.0Nm35.0deg.csv,2344867,e985e2af40738e0b0d0b7a77fb059dd0dafba5f427c9e2b11acde8be505dac3f
speed_800rpm__torque_400Nm__temperature_30degC,train,Fw,800.0,400.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm400.0Nm30.0deg.csv,2316147,1a219ca3cd94e4439cd7a583b42fc2d6217090b6df129d9598bc3254bda45f4a
speed_800rpm__torque_400Nm__temperature_35degC,train,Fw,800.0,400.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm400.0Nm35.0deg.csv,2330944,9251f697c4122871ac631da54c399e2ad548110d67a0352d02c7f4aeba2b450e
speed_800rpm__torque_500Nm__temperature_25degC,train,Fw,800.0,500.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm500.0Nm25.0deg.csv,2302662,6ab4729feee27ac83139f8947a9c27299418c40f0bd65f889dabd9430a9f686f
speed_800rpm__torque_500Nm__temperature_30degC,train,Fw,800.0,500.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm500.0Nm30.0deg.csv,2287880,5a707415e0a6aa451adbf00f8330e98a0b22c3f11b3d53872b975192b69a6adf
speed_800rpm__torque_500Nm__temperature_35degC,train,Fw,800.0,500.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm500.0Nm35.0deg.csv,2344498,c04bec3cda225081712719ace17a6431043d7fd38fd8ba8a316b4898fa9b5495
speed_800rpm__torque_600Nm__temperature_30degC,train,Fw,800.0,600.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm600.0Nm30.0deg.csv,2279439,34286cc20d26740baea69aa0f3f6ec87718629e6fb38263eaff4a67d0f6e3fbc
speed_800rpm__torque_700Nm__temperature_25degC,train,Fw,800.0,700.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm700.0Nm25.0deg.csv,2307081,4998ac6f0febc1fb90037e84eb75ec8b7d6762c32520b72c0420a1292d656210
speed_800rpm__torque_700Nm__temperature_35degC,train,Fw,800.0,700.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm700.0Nm35.0deg.csv,2352138,dcbe3382a4573cc3a0c4ad207b2aa4de2e6dd6b6eeda9804683f7fa6362074d7
speed_800rpm__torque_800Nm__temperature_30degC,train,Fw,800.0,800.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm800.0Nm30.0deg.csv,2294951,b4d05ae7f698fafc71a42a8c9b84f63993c3adc016cbfd05b9abdde574f650c3
speed_800rpm__torque_900Nm__temperature_25degC,train,Fw,800.0,900.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm900.0Nm25.0deg.csv,2320028,3e815488304d7258beebbc64cb5572a646aaad651b7f24013594b2e0b8a24c2b
speed_800rpm__torque_1000Nm__temperature_25degC,train,Fw,800.0,1000.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm1000.0Nm25.0deg.csv,2283093,93f266199f0faff2978d6f3081881f681c72efed023795b8155b2fe38ff6d820
speed_800rpm__torque_1000Nm__temperature_30degC,train,Fw,800.0,1000.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm1000.0Nm30.0deg.csv,2332279,d9d362d25dfd9691ccc2c015b0f917f69812d4caddf5e9297b62c875a8e0cbfe
speed_800rpm__torque_1000Nm__temperature_35degC,train,Fw,800.0,1000.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm1000.0Nm35.0deg.csv,2331045,9b5cbaab5f54aea4e3280ee5767d63a2cd52606686647578ea2458ef584e1118
speed_800rpm__torque_1100Nm__temperature_25degC,train,Fw,800.0,1100.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm1100.0Nm25.0deg.csv,2277039,0ffb81a07dd6af3a958b4896d752f4b151371ab5c3fd1b2bb475c2704f483204
speed_800rpm__torque_1100Nm__temperature_30degC,train,Fw,800.0,1100.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm1100.0Nm30.0deg.csv,2334413,d690d7445349ebd72a5c579369961b93dd03face5bf076daf396ccd6a74dace0
speed_800rpm__torque_1200Nm__temperature_35degC,train,Fw,800.0,1200.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm1200.0Nm35.0deg.csv,2323493,269df9924b6afdaa895a55d27ae39d31350bd7d96b718b0b621e55e53bff2851
speed_800rpm__torque_1300Nm__temperature_25degC,train,Fw,800.0,1300.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm1300.0Nm25.0deg.csv,2289592,e512e15e4d6aebd5b5d3e131251baf376fada5ce7c72ecbde830524ebfe31305
speed_800rpm__torque_1300Nm__temperature_30degC,train,Fw,800.0,1300.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm1300.0Nm30.0deg.csv,2281377,d74a61dd2b7f93b0c886147c5233859663397f7e84aec158e73d1a908394ee45
speed_800rpm__torque_1300Nm__temperature_35degC,train,Fw,800.0,1300.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm1300.0Nm35.0deg.csv,2333552,2e2252cbdd17d53b517f3b586860fc5e98a28e3dd507b8c8ef754eba097ff179
speed_800rpm__torque_1400Nm__temperature_25degC,train,Fw,800.0,1400.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm1400.0Nm25.0deg.csv,2272509,56015d915536e5458e2cea6242a61222d29f5ee1c7c7c7c34d9d55aa11d9b96a
speed_800rpm__torque_1400Nm__temperature_30degC,train,Fw,800.0,1400.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm1400.0Nm30.0deg.csv,2270868,bd153e4e8cc01787c7871414616b0d0a13c561f1fb36ef7e3d6872fb77f0591f
speed_800rpm__torque_1400Nm__temperature_35degC,train,Fw,800.0,1400.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm1400.0Nm35.0deg.csv,2345019,39b6a18e831f1d300aa46e0b9eea3425d1ae3073c703b5aad21cc0618d83f79a
speed_800rpm__torque_1500Nm__temperature_30degC,train,Fw,800.0,1500.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm1500.0Nm30.0deg.csv,2280266,a68a19214ff3eee4f61deee0c27527634846dbe8a4a5df75070fdccdc9f583ad
speed_800rpm__torque_1500Nm__temperature_35degC,train,Fw,800.0,1500.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm1500.0Nm35.0deg.csv,2337132,1f98f5ba098d4da74807b3188ef7d17f7a801c2f16d1bfa062629cb5f45f3933
speed_800rpm__torque_1600Nm__temperature_30degC,train,Fw,800.0,1600.0,30.0,data/polished_dataset/forward/30degree/800rpm/800.0rpm1600.0Nm30.0deg.csv,2305993,66b0a7db5eec571bfae8cf43fcaa52de99c117e335f7515d680616e1bf192745
speed_800rpm__torque_1600Nm__temperature_35degC,train,Fw,800.0,1600.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm1600.0Nm35.0deg.csv,2318870,cbbce58cd137e20472d2e359f17ec6d50b057529cbcc689c617910bb72da49e1
speed_800rpm__torque_1700Nm__temperature_35degC,train,Fw,800.0,1700.0,35.0,data/polished_dataset/forward/35degree/800rpm/800.0rpm1700.0Nm35.0deg.csv,2347494,679cb4ebc13f8010c8b2e68127650f095579962706c55285feab831495d52265
speed_800rpm__torque_1800Nm__temperature_25degC,train,Fw,800.0,1800.0,25.0,data/polished_dataset/forward/25degree/800rpm/800.0rpm1800.0Nm25.0deg.csv,2284834,4d4da827ed8c57999a12b9e427c5157dd12bfcb346137132759b8a1b33439fdc
speed_900rpm__torque_0Nm__temperature_25degC,train,Fw,900.0,0.0,25.0,data/polished_dataset/forward/25degree/900rpm/900.0rpm0.0Nm25.0deg.csv,2043589,01418f6afd801417d36778fdc2f5a1d0ccedb1534698d599e53b7cd93583e3a3
speed_900rpm__torque_0Nm__temperature_35degC,train,Fw,900.0,0.0,35.0,data/polished_dataset/forward/35degree/900rpm/900.0rpm0.0Nm35.0deg.csv,2086729,d13f518a1eb5747c37a7c6d7c6d772693ce77fbb16e2fce27b617acef23de19c
speed_900rpm__torque_100Nm__temperature_25degC,train,Fw,900.0,100.0,25.0,data/polished_dataset/forward/25degree/900rpm/900.0rpm100.0Nm25.0deg.csv,2030584,dfe35a367b6db9956f6c20c464caf0946a64e47596ca10a5f5b480cf2cfcab53
speed_900rpm__torque_100Nm__temperature_30degC,train,Fw,900.0,100.0,30.0,data/polished_dataset/forward/30degree/900rpm/900.0rpm100.0Nm30.0deg.csv,2077603,747e364af98c858ab589898420b785aa1eea9ea50aac5756d3d04b46b90600b5
speed_900rpm__torque_200Nm__temperature_25degC,train,Fw,900.0,200.0,25.0,data/polished_dataset/forward/25degree/900rpm/900.0rpm200.0Nm25.0deg.csv,2051557,129202d1dc9f611647442fa8319c15288c0e53c2d0f0e798fc283628f77320b3
speed_900rpm__torque_200Nm__temperature_35degC,train,Fw,900.0,200.0,35.0,data/polished_dataset/forward/35degree/900rpm/900.0rpm200.0Nm35.0deg.csv,2079293,df5a6bae5b9d02771f00270b9da23316db42130051812f8a347864a9565a0cf4
speed_900rpm__torque_300Nm__temperature_25degC,train,Fw,900.0,300.0,25.0,data/polished_dataset/forward/25degree/900rpm/900.0rpm300.0Nm25.0deg.csv,2054227,95683fe862f8ea8707c28a00ef6b9e568c074794d0039009c19e670da6f702b6
speed_900rpm__torque_400Nm__temperature_25degC,train,Fw,900.0,400.0,25.0,data/polished_dataset/forward/25degree/900rpm/900.0rpm400.0Nm25.0deg.csv,2030876,a3f94d33e6319d70417a8094b450d079f52168158f25c40c821f628562c4b95c
speed_900rpm__torque_400Nm__temperature_30degC,train,Fw,900.0,400.0,30.0,data/polished_dataset/forward/30degree/900rpm/900.0rpm400.0Nm30.0deg.csv,2074895,10d71a2e0b62f8646ebdd9ef0b52146d8f556e76d61e937cfa62790fb9165d76
speed_900rpm__torque_400Nm__temperature_35degC,train,Fw,900.0,400.0,35.0,data/polished_dataset/forward/35degree/900rpm/900.0rpm400.0Nm35.0deg.csv,2085758,047874dd2035cccd491ab832e9f6a0dfec4543e81682fb8dc235e0fcaf1d1512
speed_900rpm__torque_500Nm__temperature_30degC,train,Fw,900.0,500.0,30.0,data/polished_dataset/forward/30degree/900rpm/900.0rpm500.0Nm30.0deg.csv,2038371,ac1c64f081aec0b0ae24f7e642be5517c1cfbf1bb0c280420bd564b1964b3be1
speed_900rpm__torque_500Nm__temperature_35degC,train,Fw,900.0,500.0,35.0,data/polished_dataset/forward/35degree/900rpm/900.0rpm500.0Nm35.0deg.csv,2090517,741914f35e1e7a59329084ea3a17f867ef2a40a580ae0b7e87ce3a0e23e5e1ac
