condition_id,split,source_path,row_count,source_size_bytes,filesystem_modified_at_utc,filesystem_timestamp_is_acquisition_evidence,forward_valid_row_count,backward_valid_row_count,forward_valid_segment_count,backward_valid_segment_count,valid_overlap_row_count,direction_window_order,inter_window_gap_row_count,inter_window_gap_duration_s,pre_valid_row_count,post_valid_row_count,controlled_warmup_label_available,deterministic_reset_marker_available,minimum_speed_rpm,maximum_speed_rpm,forward_valid_median_speed_rpm,backward_valid_median_speed_rpm,valid_window_direction_sign_pass,sustained_motion_segment_count,sustained_direction_reversal_count,single_reversal_pair_available,repeated_reversal_cycle_pass,repeated_major_loop_pass,minor_loop_marker_available,offline_reversal_oracle_available,real_hysteresis_training_eligible
speed_300rpm__torque_1200Nm__temperature_30degC,train,data/original_dataset/Test_30deg/300rpm/300.0rpm1200.0Nm30.0deg.csv,158566,19280457,2026-06-23T17:45:13.329959+00:00,False,64799,64800,1,1,0,Fw_then_Bw,14484,3.621,6480,8003,False,False,-301.9842691331481,18978049.975801263,299.9983169332457,-299.9741211339521,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1200Nm__temperature_35degC,train,data/original_dataset/Test_35deg/300rpm/300.0rpm1200.0Nm35.0deg.csv,158564,19284830,2026-06-23T17:45:31.119181+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14485,3.62125,6479,8000,False,False,-302.0259551994968,18978046.904783662,299.9983169332457,-299.979317933321,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1300Nm__temperature_25degC,train,data/original_dataset/Test_25deg/300rpm/300.0rpm1300.0Nm25.0deg.csv,158566,19317792,2026-06-23T17:44:56.838974+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14483,3.62075,6480,8003,False,False,-302.32312159690383,38417773.080524065,299.9965287987531,-299.98110606296297,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1300Nm__temperature_30degC,train,data/original_dataset/Test_30deg/300rpm/300.0rpm1300.0Nm30.0deg.csv,158564,19285456,2026-06-23T17:45:13.409827+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14483,3.62075,6479,8002,False,False,-302.0975366040754,18977764.683142267,300.00197699943476,-299.9817766346193,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1300Nm__temperature_35degC,train,data/original_dataset/Test_35deg/300rpm/300.0rpm1300.0Nm35.0deg.csv,158566,19283706,2026-06-23T17:45:31.201360+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14483,3.62075,6480,8003,False,False,-302.1168150007725,18977743.664011333,300.0000491301762,-299.98216779980186,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1400Nm__temperature_25degC,train,data/original_dataset/Test_25deg/300rpm/300.0rpm1400.0Nm25.0deg.csv,158563,19270361,2026-06-23T17:44:56.913223+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14482,3.6205000000000003,6480,8001,False,False,-302.12838199804537,18977782.41975234,300.0028431318545,-299.9807707965374,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1400Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/300rpm/300.0rpm1400.0Nm30.0deg.csv,158564,19283887,2026-06-23T17:45:13.482415+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14482,3.6205000000000003,6480,8002,False,False,-302.115417997508,18977496.799808,300.00217259900336,-299.98496173357125,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1400Nm__temperature_35degC,train,data/original_dataset/Test_35deg/300rpm/300.0rpm1400.0Nm35.0deg.csv,158565,19274018,2026-06-23T17:45:31.280322+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14482,3.6205000000000003,6480,8003,False,False,-302.1947108015108,18977445.245068535,300.0010550022125,-299.98775573524955,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1500Nm__temperature_25degC,train,data/original_dataset/Test_25deg/300rpm/300.0rpm1500.0Nm25.0deg.csv,158563,19284279,2026-06-23T17:44:56.984997+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14482,3.6205000000000003,6479,8002,False,False,-302.1739795998049,18977499.4950928,300.0042959999215,-299.98043553496245,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1500Nm__temperature_30degC,train,data/original_dataset/Test_30deg/300rpm/300.0rpm1500.0Nm30.0deg.csv,158563,19284378,2026-06-23T17:45:13.554957+00:00,False,64799,64801,1,1,0,Fw_then_Bw,14482,3.6205000000000003,6480,8001,False,False,-302.2284060619616,18977490.891460333,300.0018372646688,-299.9779767997097,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1500Nm__temperature_35degC,train,data/original_dataset/Test_35deg/300rpm/300.0rpm1500.0Nm35.0deg.csv,158563,19268488,2026-06-23T17:45:31.361369+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14482,3.6205000000000003,6479,8002,False,False,-302.37011613401893,18977158.376891132,300.00351373261464,-299.98459853231907,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1600Nm__temperature_25degC,train,data/original_dataset/Test_25deg/300rpm/300.0rpm1600.0Nm25.0deg.csv,158563,19272863,2026-06-23T17:44:57.056329+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14481,3.62025,6480,8002,False,False,-302.7349524685027,18977210.663426667,300.0056370656239,-299.9772503996307,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1600Nm__temperature_30degC,train,data/original_dataset/Test_30deg/300rpm/300.0rpm1600.0Nm30.0deg.csv,158562,19276159,2026-06-23T17:45:13.632595+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14481,3.62025,6480,8001,False,False,-302.45259407092817,18977203.5788186,300.0011108670151,-299.9791782349348,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1600Nm__temperature_35degC,train,data/original_dataset/Test_35deg/300rpm/300.0rpm1600.0Nm35.0deg.csv,158562,19267967,2026-06-23T17:45:31.445463+00:00,False,64800,64801,1,1,0,Fw_then_Bw,14481,3.62025,6480,8000,False,False,-302.6381134695839,18977220.547143396,300.00356953435886,-299.9846264719963,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1700Nm__temperature_25degC,train,data/original_dataset/Test_25deg/300rpm/300.0rpm1700.0Nm25.0deg.csv,158566,19255270,2026-06-23T17:44:57.128374+00:00,False,64800,64801,1,1,0,Fw_then_Bw,14484,3.621,6480,8001,False,False,-302.8591163359427,18976021.47381754,299.9961934644186,-299.96462160003523,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1700Nm__temperature_30degC,train,data/original_dataset/Test_30deg/300rpm/300.0rpm1700.0Nm30.0deg.csv,158567,19272634,2026-06-23T17:45:13.709895+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14484,3.621,6480,8003,False,False,-302.35329646772396,18975717.71655233,300.00071973578696,-299.9769151307798,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1700Nm__temperature_35degC,train,data/original_dataset/Test_35deg/300rpm/300.0rpm1700.0Nm35.0deg.csv,158567,19285024,2026-06-23T17:45:31.535081+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14484,3.621,6480,8003,False,False,-302.42588366187795,18975713.333208136,299.9965287987531,-299.96741566962254,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1800Nm__temperature_25degC,train,data/original_dataset/Test_25deg/300rpm/300.0rpm1800.0Nm25.0deg.csv,158563,19283794,2026-06-23T17:44:57.202236+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14484,3.621,6479,8000,False,False,-302.5483153275369,18975748.974513263,300.0031783982801,-299.96953906569007,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1800Nm__temperature_30degC,train,data/original_dataset/Test_30deg/300rpm/300.0rpm1800.0Nm30.0deg.csv,158564,19277308,2026-06-23T17:45:13.786073+00:00,False,64799,64800,1,1,0,Fw_then_Bw,14485,3.62125,6480,8000,False,False,-302.5272488691068,18975736.502464864,299.9989874660969,-299.97272419859655,True,2,1,True,False,False,False,True,False
speed_300rpm__torque_1800Nm__temperature_35degC,train,data/original_dataset/Test_35deg/300rpm/300.0rpm1800.0Nm35.0deg.csv,158567,19288662,2026-06-23T17:45:31.621706+00:00,False,64800,64800,1,1,0,Fw_then_Bw,14484,3.621,6480,8003,False,False,-302.7055040001869,18975415.823590007,300.00144613344065,-299.9730594043891,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_0Nm__temperature_25degC,train,data/original_dataset/Test_25deg/400rpm/400.0rpm0.0Nm25.0deg.csv,122925,15005781,2026-06-23T17:44:57.871013+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4860,8003,False,False,-401.3449139990068,18182819.126509134,400.05153046998504,-400.04901586992975,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_0Nm__temperature_30degC,test,data/original_dataset/Test_30deg/400rpm/400.0rpm0.0Nm30.0deg.csv,122924,15001989,2026-06-23T17:45:14.495400+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4860,8002,False,False,-401.35720746669296,18182796.800527662,400.04655719773535,-400.0472836002397,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_0Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/400rpm/400.0rpm0.0Nm35.0deg.csv,122925,14992981,2026-06-23T17:45:32.384326+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12864,3.216,4859,8002,False,False,-401.3972170650959,18182777.801323667,400.03711360138067,-400.0476748042274,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_100Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/400rpm/400.0rpm100.0Nm25.0deg.csv,121139,14760029,2026-06-23T17:44:57.930864+00:00,False,48600,48600,1,1,0,Fw_then_Bw,11078,2.7695,4860,8001,False,False,-401.3933613993383,36907614.2227648,400.033257935623,-400.0294021971058,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_100Nm__temperature_30degC,train,data/original_dataset/Test_30deg/400rpm/400.0rpm100.0Nm30.0deg.csv,122924,14959216,2026-06-23T17:45:14.561466+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12864,3.216,4860,8000,False,False,-401.4010727308535,18182012.562174335,400.0469483338141,-400.03957226872444,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_100Nm__temperature_35degC,train,data/original_dataset/Test_35deg/400rpm/400.0rpm100.0Nm35.0deg.csv,122923,14957073,2026-06-23T17:45:32.458865+00:00,False,48599,48600,1,1,0,Fw_then_Bw,12861,3.21525,4860,8003,False,False,-401.4645516629874,18183586.829658527,400.02839640267973,-400.03079920037027,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_200Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/400rpm/400.0rpm200.0Nm25.0deg.csv,122925,14995797,2026-06-23T17:44:58.513378+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12863,3.21575,4859,8003,False,False,-401.3245739333797,37621643.808614396,400.03465487097856,-400.0294303696137,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_200Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/400rpm/400.0rpm200.0Nm30.0deg.csv,122923,15099414,2026-06-23T17:45:15.205449+00:00,False,48600,48601,1,1,0,Fw_then_Bw,12863,3.21575,4859,8000,False,False,-401.4448821350622,18181636.929921802,400.04275736525113,-400.0304639339447,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_200Nm__temperature_35degC,train,data/original_dataset/Test_35deg/400rpm/400.0rpm200.0Nm35.0deg.csv,122924,15147275,2026-06-23T17:45:33.196791+00:00,False,48600,48599,1,1,0,Fw_then_Bw,12864,3.216,4860,8001,False,False,-401.51685480183613,18181633.878908996,400.03292263281764,-400.0266082681871,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_300Nm__temperature_25degC,test,data/original_dataset/Test_25deg/400rpm/400.0rpm300.0Nm25.0deg.csv,122925,15087403,2026-06-23T17:44:58.567531+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12863,3.21575,4860,8002,False,False,-401.59648333792575,37621661.062483005,400.0336490668512,-400.019930699879,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_300Nm__temperature_30degC,train,data/original_dataset/Test_30deg/400rpm/400.0rpm300.0Nm30.0deg.csv,122924,15177736,2026-06-23T17:45:15.266296+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12863,3.21575,4860,8001,False,False,-401.47371593532927,18181649.720147267,400.03837086745386,-400.0237863316821,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_300Nm__temperature_35degC,train,data/original_dataset/Test_35deg/400rpm/400.0rpm300.0Nm35.0deg.csv,122922,15183142,2026-06-23T17:45:33.260494+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4860,8000,False,False,-401.5915653969083,18181225.164513998,400.0260773997676,-400.02202613201615,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_400Nm__temperature_25degC,test,data/original_dataset/Test_25deg/400rpm/400.0rpm400.0Nm25.0deg.csv,122922,15199542,2026-06-23T17:44:58.626659+00:00,False,48599,48600,1,1,0,Fw_then_Bw,12862,3.2155,4860,8001,False,False,-401.44175265838084,37621267.62444134,400.03677826704615,-400.0234233293061,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_400Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/400rpm/400.0rpm400.0Nm30.0deg.csv,122923,15202131,2026-06-23T17:45:15.335950+00:00,False,48599,48600,1,1,0,Fw_then_Bw,12863,3.21575,4860,8001,False,False,-401.5757516026497,18181253.59732653,400.0367783301044,-400.0262450281298,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_400Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/400rpm/400.0rpm400.0Nm35.0deg.csv,122923,15201459,2026-06-23T17:45:33.324644+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12863,3.21575,4860,8000,False,False,-401.56664326786995,18181245.16731134,400.0332578677141,-400.02169086559053,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_500Nm__temperature_25degC,train,data/original_dataset/Test_25deg/400rpm/400.0rpm500.0Nm25.0deg.csv,122925,15200035,2026-06-23T17:44:58.684788+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4860,8003,False,False,-401.59262719680555,37621282.75003313,400.035325466888,-400.01853366751067,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_500Nm__temperature_30degC,train,data/original_dataset/Test_30deg/400rpm/400.0rpm500.0Nm30.0deg.csv,122925,15071971,2026-06-23T17:45:15.395885+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4860,8003,False,False,-401.6027972005152,18181277.63802186,400.03253147006035,-400.0181704711091,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_500Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/400rpm/400.0rpm500.0Nm35.0deg.csv,122924,15076105,2026-06-23T17:45:33.387365+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12861,3.21525,4860,8003,False,False,-401.516184201076,18180859.447494134,400.02135559916496,-400.0188969366718,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_600Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/400rpm/400.0rpm600.0Nm25.0deg.csv,122923,15142830,2026-06-23T17:44:58.747563+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4859,8002,False,False,-401.5950858592987,37620893.1372126,400.02873166910524,-400.01431480050087,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_600Nm__temperature_30degC,train,data/original_dataset/Test_30deg/400rpm/400.0rpm600.0Nm30.0deg.csv,122924,14945887,2026-06-23T17:45:15.465174+00:00,False,48601,48600,1,1,0,Fw_then_Bw,12861,3.21525,4859,8003,False,False,-401.91393346564536,18180880.03372766,400.02906693068024,-400.01397950012085,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_600Nm__temperature_35degC,test,data/original_dataset/Test_35deg/400rpm/400.0rpm600.0Nm35.0deg.csv,122922,14950553,2026-06-23T17:45:33.460032+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4859,8001,False,False,-401.60698813269846,18180868.2703972,400.0258818329409,-400.0206571339125,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_700Nm__temperature_25degC,test,data/original_dataset/Test_25deg/400rpm/400.0rpm700.0Nm25.0deg.csv,122923,14985078,2026-06-23T17:44:58.802369+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12861,3.21525,4860,8002,False,False,-401.7003067322852,37620902.05237294,400.02554659925715,-400.0300727348076,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_700Nm__temperature_30degC,test,data/original_dataset/Test_30deg/400rpm/400.0rpm700.0Nm30.0deg.csv,122922,14947483,2026-06-23T17:45:15.534801+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12861,3.21525,4860,8001,False,False,-401.8894024047768,18180888.022799,400.02482013369445,-400.0251553952694,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_700Nm__temperature_35degC,train,data/original_dataset/Test_35deg/400rpm/400.0rpm700.0Nm35.0deg.csv,122920,14947916,2026-06-23T17:45:33.525047+00:00,False,48601,48600,1,1,0,Fw_then_Bw,12860,3.215,4859,8000,False,False,-401.8760472681606,18180465.39802107,400.0185057326841,-400.0301007326925,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_800Nm__temperature_25degC,train,data/original_dataset/Test_25deg/400rpm/400.0rpm800.0Nm25.0deg.csv,122922,14964444,2026-06-23T17:44:58.861540+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12860,3.215,4859,8003,False,False,-401.7855785981131,37620525.25503573,400.0227525975788,-400.02241732630256,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_800Nm__temperature_30degC,train,data/original_dataset/Test_30deg/400rpm/400.0rpm800.0Nm30.0deg.csv,122922,14944189,2026-06-23T17:45:15.598262+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12861,3.21525,4859,8002,False,False,-401.8494486711764,18180511.71446213,400.01465006692644,-400.0259376625763,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_800Nm__temperature_35degC,train,data/original_dataset/Test_35deg/400rpm/400.0rpm800.0Nm35.0deg.csv,122922,14936490,2026-06-23T17:45:33.595763+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12861,3.21525,4859,8002,False,False,-401.839893272457,18180519.31120453,400.01749993340735,-400.0139795340753,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_900Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/400rpm/400.0rpm900.0Nm25.0deg.csv,122924,14950735,2026-06-23T17:44:58.923029+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12864,3.216,4860,8000,False,False,-401.8901288703394,37618936.4969728,400.0223614348215,-400.02129953548626,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_900Nm__temperature_30degC,test,data/original_dataset/Test_30deg/400rpm/400.0rpm900.0Nm30.0deg.csv,122925,14929369,2026-06-23T17:45:15.658284+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12863,3.21575,4860,8002,False,False,-401.9546694665526,18178522.539362274,400.02023800237413,-400.0181704662585,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_900Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/400rpm/400.0rpm900.0Nm35.0deg.csv,122924,14968707,2026-06-23T17:45:33.663651+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12863,3.21575,4860,8001,False,False,-402.1131993310216,37618531.885631524,400.01817050263827,-400.0016859984801,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1000Nm__temperature_25degC,test,data/original_dataset/Test_25deg/400rpm/400.0rpm1000.0Nm25.0deg.csv,122924,14969202,2026-06-23T17:44:57.988883+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12864,3.216,4859,8001,False,False,-402.0539112680126,37618547.87031167,400.0178351998329,-400.0248200027272,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1000Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/400rpm/400.0rpm1000.0Nm30.0deg.csv,122924,14944326,2026-06-23T17:45:14.622544+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12864,3.216,4859,8001,False,False,-401.9834473971666,18178535.49163787,400.01537646821816,-400.01012386831763,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1000Nm__temperature_35degC,train,data/original_dataset/Test_35deg/400rpm/400.0rpm1000.0Nm35.0deg.csv,122923,14980786,2026-06-23T17:45:32.543598+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12864,3.216,4859,8000,False,False,-402.1258279972244,37618531.61126359,400.01571176496026,-399.99822157066467,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1100Nm__temperature_25degC,train,data/original_dataset/Test_25deg/400rpm/400.0rpm1100.0Nm25.0deg.csv,122924,14968499,2026-06-23T17:44:58.047217+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12863,3.21575,4860,8001,False,False,-402.0879417366814,37618555.65827346,400.00922979864606,-400.02481999787653,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1100Nm__temperature_30degC,train,data/original_dataset/Test_30deg/400rpm/400.0rpm1100.0Nm30.0deg.csv,122924,14942309,2026-06-23T17:45:14.690972+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4860,8002,False,False,-402.16270833237405,18178132.479283996,400.01012386831763,-400.012917869996,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1100Nm__temperature_35degC,train,data/original_dataset/Test_35deg/400rpm/400.0rpm1100.0Nm35.0deg.csv,122924,14980329,2026-06-23T17:45:32.622886+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12863,3.21575,4860,8001,False,False,-402.1304100072787,37618140.17605066,400.01571176738554,-399.9960981309414,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1200Nm__temperature_25degC,train,data/original_dataset/Test_25deg/400rpm/400.0rpm1200.0Nm25.0deg.csv,122922,14965681,2026-06-23T17:44:58.103249+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12863,3.21575,4859,8000,False,False,-402.30408306039556,37618167.35403586,400.0108502659714,-400.0178353356508,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1200Nm__temperature_30degC,train,data/original_dataset/Test_30deg/400rpm/400.0rpm1200.0Nm30.0deg.csv,122924,14950650,2026-06-23T17:45:14.755550+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12863,3.21575,4859,8002,False,False,-402.36510333488695,18178156.133405864,400.00732986663934,-400.01045912989264,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1200Nm__temperature_35degC,train,data/original_dataset/Test_35deg/400rpm/400.0rpm1200.0Nm35.0deg.csv,122922,14966837,2026-06-23T17:45:32.710392+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12863,3.21575,4859,8000,False,False,-402.22439933374216,37618152.436203994,400.0125825308108,-399.98766066370683,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1300Nm__temperature_25degC,train,data/original_dataset/Test_25deg/400rpm/400.0rpm1300.0Nm25.0deg.csv,122925,14975576,2026-06-23T17:44:58.160922+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4860,8003,False,False,-402.2668673327037,37618178.78549926,400.0027478008027,-400.00274799725355,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1300Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/400rpm/400.0rpm1300.0Nm30.0deg.csv,122923,14940386,2026-06-23T17:45:14.819677+00:00,False,48600,48599,1,1,0,Fw_then_Bw,12862,3.2155,4860,8002,False,False,-402.3892991341806,18177768.418416396,400.0006243307629,-400.0055417321467,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1300Nm__temperature_35degC,train,data/original_dataset/Test_35deg/400rpm/400.0rpm1300.0Nm35.0deg.csv,122921,14979744,2026-06-23T17:45:32.783015+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4859,8000,False,False,-402.4026540088622,37617763.791270606,400.0072740018368,-399.9915439635515,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1400Nm__temperature_25degC,test,data/original_dataset/Test_25deg/400rpm/400.0rpm1400.0Nm25.0deg.csv,122922,14976476,2026-06-23T17:44:58.222059+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4859,8001,False,False,-402.4819470747995,37617797.162812136,400.009397399117,-400.0034461690424,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1400Nm__temperature_30degC,train,data/original_dataset/Test_30deg/400rpm/400.0rpm1400.0Nm30.0deg.csv,122922,14941030,2026-06-23T17:45:14.883653+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4859,8001,False,False,-402.5300033342015,18177791.978493333,399.9995626654709,-400.0013507999635,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1400Nm__temperature_35degC,train,data/original_dataset/Test_35deg/400rpm/400.0rpm1400.0Nm35.0deg.csv,122924,14975122,2026-06-23T17:45:32.841711+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12862,3.2155,4860,8002,False,False,-402.60259066902415,37617779.312878735,400.0058769985723,-399.9822119997892,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1500Nm__temperature_25degC,train,data/original_dataset/Test_25deg/400rpm/400.0rpm1500.0Nm25.0deg.csv,122921,14968893,2026-06-23T17:44:58.280061+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12861,3.21525,4860,8000,False,False,-402.8649999915312,37617807.81693747,399.9996185351241,-400.00621213403065,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1500Nm__temperature_30degC,train,data/original_dataset/Test_30deg/400rpm/400.0rpm1500.0Nm30.0deg.csv,122921,14949277,2026-06-23T17:45:14.955461+00:00,False,48600,48599,1,1,0,Fw_then_Bw,12861,3.21525,4860,8001,False,False,-402.5636986043537,18177400.133851938,399.99922740389593,-399.9866545345867,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1500Nm__temperature_35degC,train,data/original_dataset/Test_35deg/400rpm/400.0rpm1500.0Nm35.0deg.csv,122924,14967359,2026-06-23T17:45:32.908242+00:00,False,48599,48600,1,1,0,Fw_then_Bw,12862,3.2155,4860,8003,False,False,-402.78358333550085,37617388.6950128,400.00313893445616,-399.9718465007997,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1600Nm__temperature_25degC,train,data/original_dataset/Test_25deg/400rpm/400.0rpm1600.0Nm25.0deg.csv,122923,14968631,2026-06-23T17:44:58.338177+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12861,3.21525,4860,8002,False,False,-402.56788953168626,37617432.80902487,399.99679663499893,-399.99327633510495,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1600Nm__temperature_30degC,train,data/original_dataset/Test_30deg/400rpm/400.0rpm1600.0Nm30.0deg.csv,122922,14945186,2026-06-23T17:45:15.014042+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12861,3.21525,4859,8002,False,False,-402.8337635390926,18177403.331883267,400.0006243986718,-399.99397466696485,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1600Nm__temperature_35degC,test,data/original_dataset/Test_35deg/400rpm/400.0rpm1600.0Nm35.0deg.csv,122923,14967953,2026-06-23T17:45:32.975111+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12861,3.21525,4860,8002,False,False,-403.02112692734227,37617400.16788226,400.00028906797525,-399.970113998279,True,2,1,True,False,False,False,True,False
speed_400rpm__torque_1700Nm__temperature_25degC,train,data/original_dataset/Test_25deg/400rpm/400.0rpm1700.0Nm25.0deg.csv,122926,14972208,2026-06-23T17:44:58.400767+00:00,False,48600,48600,1,1,0,Fw_then_Bw,12864,3.216,4860,8002,False,False,-403.03302932685864,37615841.1269634,399.9967686637926,-400.00028933476034,True,2,1,True,False,False,False,True,False
